Raw,Unigram,Bigram,Trigram
SC dept of commerce -- Note added 8/28/15 15:19,"[['SC'], ['dept'], ['commerce'], ['Note'], ['added'], ['82815'], ['1519']]","[['SC', 'dept'], ['dept', 'commerce'], ['commerce', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1519']]","[['SC', 'dept', 'commerce'], ['dept', 'commerce', 'Note'], ['commerce', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1519']]"
SC judicial courts -- Note added 8/28/15 15:19,"[['SC'], ['judicial'], ['courts'], ['Note'], ['added'], ['82815'], ['1519']]","[['SC', 'judicial'], ['judicial', 'courts'], ['courts', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1519']]","[['SC', 'judicial', 'courts'], ['judicial', 'courts', 'Note'], ['courts', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1519']]"
SC DMV -- Note added 8/28/15 15:20,"[['SC'], ['DMV'], ['Note'], ['added'], ['82815'], ['1520']]","[['SC', 'DMV'], ['DMV', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1520']]","[['SC', 'DMV', 'Note'], ['DMV', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1520']]"
South Carolina Education Lottery -- Note added 6/12/13 14:24,"[['South'], ['Carolina'], ['Education'], ['Lottery'], ['Note'], ['added'], ['61213'], ['1424']]","[['South', 'Carolina'], ['Carolina', 'Education'], ['Education', 'Lottery'], ['Lottery', 'Note'], ['Note', 'added'], ['added', '61213'], ['61213', '1424']]","[['South', 'Carolina', 'Education'], ['Carolina', 'Education', 'Lottery'], ['Education', 'Lottery', 'Note'], ['Lottery', 'Note', 'added'], ['Note', 'added', '61213'], ['added', '61213', '1424']]"
South Carolina Emergency Management Division -- Note added 8/28/15 15:20,"[['South'], ['Carolina'], ['Emergency'], ['Management'], ['Division'], ['Note'], ['added'], ['82815'], ['1520']]","[['South', 'Carolina'], ['Carolina', 'Emergency'], ['Emergency', 'Management'], ['Management', 'Division'], ['Division', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1520']]","[['South', 'Carolina', 'Emergency'], ['Carolina', 'Emergency', 'Management'], ['Emergency', 'Management', 'Division'], ['Management', 'Division', 'Note'], ['Division', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1520']]"
SC early childhood education program -- Note added 8/28/15 15:20,"[['SC'], ['early'], ['childhood'], ['education'], ['program'], ['Note'], ['added'], ['82815'], ['1520']]","[['SC', 'early'], ['early', 'childhood'], ['childhood', 'education'], ['education', 'program'], ['program', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1520']]","[['SC', 'early', 'childhood'], ['early', 'childhood', 'education'], ['childhood', 'education', 'program'], ['education', 'program', 'Note'], ['program', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1520']]"
SC Gov Mansion  -- Note added 8/28/15 15:23,"[['SC'], ['Gov'], ['Mansion'], ['Note'], ['added'], ['82815'], ['1523']]","[['SC', 'Gov'], ['Gov', 'Mansion'], ['Mansion', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1523']]","[['SC', 'Gov', 'Mansion'], ['Gov', 'Mansion', 'Note'], ['Mansion', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1523']]"
SC govoners school for science and math -- Note added 8/28/15 15:23,"[['SC'], ['govoners'], ['school'], ['science'], ['math'], ['Note'], ['added'], ['82815'], ['1523']]","[['SC', 'govoners'], ['govoners', 'school'], ['school', 'science'], ['science', 'math'], ['math', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1523']]","[['SC', 'govoners', 'school'], ['govoners', 'school', 'science'], ['school', 'science', 'math'], ['science', 'math', 'Note'], ['math', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1523']]"
SC National Guard -- Note added 8/28/15 15:24,"[['SC'], ['National'], ['Guard'], ['Note'], ['added'], ['82815'], ['1524']]","[['SC', 'National'], ['National', 'Guard'], ['Guard', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1524']]","[['SC', 'National', 'Guard'], ['National', 'Guard', 'Note'], ['Guard', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1524']]"
"The State Council of Higher Education for Virginia (SCHEV) makes higher education public policy recommendations to the Governor and General Assembly in such areas as capital and operating budget planning, enrollment projections, institutional technology needs, and student financial aid. -- Note added 6/27/14 14:25","[['State'], ['Council'], ['Higher'], ['Education'], ['Virginia'], ['SCHEV'], ['makes'], ['higher'], ['education'], ['public'], ['policy'], ['recommendations'], ['Governor'], ['General'], ['Assembly'], ['areas'], ['capital'], ['operating'], ['budget'], ['planning'], ['enrollment'], ['projections'], ['institutional'], ['technology'], ['needs'], ['student'], ['financial'], ['aid'], ['Note'], ['added'], ['62714'], ['1425']]","[['State', 'Council'], ['Council', 'Higher'], ['Higher', 'Education'], ['Education', 'Virginia'], ['Virginia', 'SCHEV'], ['SCHEV', 'makes'], ['makes', 'higher'], ['higher', 'education'], ['education', 'public'], ['public', 'policy'], ['policy', 'recommendations'], ['recommendations', 'Governor'], ['Governor', 'General'], ['General', 'Assembly'], ['Assembly', 'areas'], ['areas', 'capital'], ['capital', 'operating'], ['operating', 'budget'], ['budget', 'planning'], ['planning', 'enrollment'], ['enrollment', 'projections'], ['projections', 'institutional'], ['institutional', 'technology'], ['technology', 'needs'], ['needs', 'student'], ['student', 'financial'], ['financial', 'aid'], ['aid', 'Note'], ['Note', 'added'], ['added', '62714'], ['62714', '1425']]","[['State', 'Council', 'Higher'], ['Council', 'Higher', 'Education'], ['Higher', 'Education', 'Virginia'], ['Education', 'Virginia', 'SCHEV'], ['Virginia', 'SCHEV', 'makes'], ['SCHEV', 'makes', 'higher'], ['makes', 'higher', 'education'], ['higher', 'education', 'public'], ['education', 'public', 'policy'], ['public', 'policy', 'recommendations'], ['policy', 'recommendations', 'Governor'], ['recommendations', 'Governor', 'General'], ['Governor', 'General', 'Assembly'], ['General', 'Assembly', 'areas'], ['Assembly', 'areas', 'capital'], ['areas', 'capital', 'operating'], ['capital', 'operating', 'budget'], ['operating', 'budget', 'planning'], ['budget', 'planning', 'enrollment'], ['planning', 'enrollment', 'projections'], ['enrollment', 'projections', 'institutional'], ['projections', 'institutional', 'technology'], ['institutional', 'technology', 'needs'], ['technology', 'needs', 'student'], ['needs', 'student', 'financial'], ['student', 'financial', 'aid'], ['financial', 'aid', 'Note'], ['aid', 'Note', 'added'], ['Note', 'added', '62714'], ['added', '62714', '1425']]"
"School Planning Section, North Carolina Department of Public Instruction -- Note added 8/25/14 15:01","[['School'], ['Planning'], ['Section'], ['North'], ['Carolina'], ['Department'], ['Public'], ['Instruction'], ['Note'], ['added'], ['82514'], ['1501']]","[['School', 'Planning'], ['Planning', 'Section'], ['Section', 'North'], ['North', 'Carolina'], ['Carolina', 'Department'], ['Department', 'Public'], ['Public', 'Instruction'], ['Instruction', 'Note'], ['Note', 'added'], ['added', '82514'], ['82514', '1501']]","[['School', 'Planning', 'Section'], ['Planning', 'Section', 'North'], ['Section', 'North', 'Carolina'], ['North', 'Carolina', 'Department'], ['Carolina', 'Department', 'Public'], ['Department', 'Public', 'Instruction'], ['Public', 'Instruction', 'Note'], ['Instruction', 'Note', 'added'], ['Note', 'added', '82514'], ['added', '82514', '1501']]"
South Carolina Independent Living Council (SCILC) -- Note added 9/22/15 15:16,"[['South'], ['Carolina'], ['Independent'], ['Living'], ['Council'], ['SCILC'], ['Note'], ['added'], ['92215'], ['1516']]","[['South', 'Carolina'], ['Carolina', 'Independent'], ['Independent', 'Living'], ['Living', 'Council'], ['Council', 'SCILC'], ['SCILC', 'Note'], ['Note', 'added'], ['added', '92215'], ['92215', '1516']]","[['South', 'Carolina', 'Independent'], ['Carolina', 'Independent', 'Living'], ['Independent', 'Living', 'Council'], ['Living', 'Council', 'SCILC'], ['Council', 'SCILC', 'Note'], ['SCILC', 'Note', 'added'], ['Note', 'added', '92215'], ['added', '92215', '1516']]"
South Carolina Independent Living Council (SCILC) -- Note added 9/22/15 15:17,"[['South'], ['Carolina'], ['Independent'], ['Living'], ['Council'], ['SCILC'], ['Note'], ['added'], ['92215'], ['1517']]","[['South', 'Carolina'], ['Carolina', 'Independent'], ['Independent', 'Living'], ['Living', 'Council'], ['Council', 'SCILC'], ['SCILC', 'Note'], ['Note', 'added'], ['added', '92215'], ['92215', '1517']]","[['South', 'Carolina', 'Independent'], ['Carolina', 'Independent', 'Living'], ['Independent', 'Living', 'Council'], ['Living', 'Council', 'SCILC'], ['Council', 'SCILC', 'Note'], ['SCILC', 'Note', 'added'], ['Note', 'added', '92215'], ['added', '92215', '1517']]"
"The South Carolina EPSCoR/IDeA Program, CCCR COBRE, and the USC School of Medicine Instrumentation Resource Facility -- Note added 8/28/15 15:28","[['South'], ['Carolina'], ['EPSCoRIDeA'], ['Program'], ['CCCR'], ['COBRE'], ['USC'], ['School'], ['Medicine'], ['Instrumentation'], ['Resource'], ['Facility'], ['Note'], ['added'], ['82815'], ['1528']]","[['South', 'Carolina'], ['Carolina', 'EPSCoRIDeA'], ['EPSCoRIDeA', 'Program'], ['Program', 'CCCR'], ['CCCR', 'COBRE'], ['COBRE', 'USC'], ['USC', 'School'], ['School', 'Medicine'], ['Medicine', 'Instrumentation'], ['Instrumentation', 'Resource'], ['Resource', 'Facility'], ['Facility', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1528']]","[['South', 'Carolina', 'EPSCoRIDeA'], ['Carolina', 'EPSCoRIDeA', 'Program'], ['EPSCoRIDeA', 'Program', 'CCCR'], ['Program', 'CCCR', 'COBRE'], ['CCCR', 'COBRE', 'USC'], ['COBRE', 'USC', 'School'], ['USC', 'School', 'Medicine'], ['School', 'Medicine', 'Instrumentation'], ['Medicine', 'Instrumentation', 'Resource'], ['Instrumentation', 'Resource', 'Facility'], ['Resource', 'Facility', 'Note'], ['Facility', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1528']]"
SC malpractice patient compensation fund -- Note added 8/28/15 15:27,"[['SC'], ['malpractice'], ['patient'], ['compensation'], ['fund'], ['Note'], ['added'], ['82815'], ['1527']]","[['SC', 'malpractice'], ['malpractice', 'patient'], ['patient', 'compensation'], ['compensation', 'fund'], ['fund', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1527']]","[['SC', 'malpractice', 'patient'], ['malpractice', 'patient', 'compensation'], ['patient', 'compensation', 'fund'], ['compensation', 'fund', 'Note'], ['fund', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1527']]"
South Carolina School for the Deaf and Blind -- Note added 8/25/14 15:03,"[['South'], ['Carolina'], ['School'], ['Deaf'], ['Blind'], ['Note'], ['added'], ['82514'], ['1503']]","[['South', 'Carolina'], ['Carolina', 'School'], ['School', 'Deaf'], ['Deaf', 'Blind'], ['Blind', 'Note'], ['Note', 'added'], ['added', '82514'], ['82514', '1503']]","[['South', 'Carolina', 'School'], ['Carolina', 'School', 'Deaf'], ['School', 'Deaf', 'Blind'], ['Deaf', 'Blind', 'Note'], ['Blind', 'Note', 'added'], ['Note', 'added', '82514'], ['added', '82514', '1503']]"
South Carolina Statewide Independent Living Council (SILC) -- Note added 9/22/15 15:19,"[['South'], ['Carolina'], ['Statewide'], ['Independent'], ['Living'], ['Council'], ['SILC'], ['Note'], ['added'], ['92215'], ['1519']]","[['South', 'Carolina'], ['Carolina', 'Statewide'], ['Statewide', 'Independent'], ['Independent', 'Living'], ['Living', 'Council'], ['Council', 'SILC'], ['SILC', 'Note'], ['Note', 'added'], ['added', '92215'], ['92215', '1519']]","[['South', 'Carolina', 'Statewide'], ['Carolina', 'Statewide', 'Independent'], ['Statewide', 'Independent', 'Living'], ['Independent', 'Living', 'Council'], ['Living', 'Council', 'SILC'], ['Council', 'SILC', 'Note'], ['SILC', 'Note', 'added'], ['Note', 'added', '92215'], ['added', '92215', '1519']]"
SC sec of state -- Note added 8/28/15 15:29,"[['SC'], ['sec'], ['state'], ['Note'], ['added'], ['82815'], ['1529']]","[['SC', 'sec'], ['sec', 'state'], ['state', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1529']]","[['SC', 'sec', 'state'], ['sec', 'state', 'Note'], ['state', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1529']]"
South Carolina Department of Revenue -- Note added 8/25/14 15:04,"[['South'], ['Carolina'], ['Department'], ['Revenue'], ['Note'], ['added'], ['82514'], ['1504']]","[['South', 'Carolina'], ['Carolina', 'Department'], ['Department', 'Revenue'], ['Revenue', 'Note'], ['Note', 'added'], ['added', '82514'], ['82514', '1504']]","[['South', 'Carolina', 'Department'], ['Carolina', 'Department', 'Revenue'], ['Department', 'Revenue', 'Note'], ['Revenue', 'Note', 'added'], ['Note', 'added', '82514'], ['added', '82514', '1504']]"
South Carolina Higher EducationTuition Grants Commission -- Note added 8/28/15 15:30,"[['South'], ['Carolina'], ['Higher'], ['EducationTuition'], ['Grants'], ['Commission'], ['Note'], ['added'], ['82815'], ['1530']]","[['South', 'Carolina'], ['Carolina', 'Higher'], ['Higher', 'EducationTuition'], ['EducationTuition', 'Grants'], ['Grants', 'Commission'], ['Commission', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1530']]","[['South', 'Carolina', 'Higher'], ['Carolina', 'Higher', 'EducationTuition'], ['Higher', 'EducationTuition', 'Grants'], ['EducationTuition', 'Grants', 'Commission'], ['Grants', 'Commission', 'Note'], ['Commission', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1530']]"
SC State Election Committee -- Note added 8/28/15 15:30,"[['SC'], ['State'], ['Election'], ['Committee'], ['Note'], ['added'], ['82815'], ['1530']]","[['SC', 'State'], ['State', 'Election'], ['Election', 'Committee'], ['Committee', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1530']]","[['SC', 'State', 'Election'], ['State', 'Election', 'Committee'], ['Election', 'Committee', 'Note'], ['Committee', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1530']]"
SC Vocab Rehab -- Note added 8/28/15 15:31,"[['SC'], ['Vocab'], ['Rehab'], ['Note'], ['added'], ['82815'], ['1531']]","[['SC', 'Vocab'], ['Vocab', 'Rehab'], ['Rehab', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1531']]","[['SC', 'Vocab', 'Rehab'], ['Vocab', 'Rehab', 'Note'], ['Rehab', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1531']]"
South Dakota Department of Transportation -- Note added 7/17/14 5:53,"[['South'], ['Dakota'], ['Department'], ['Transportation'], ['Note'], ['added'], ['71714'], ['553']]","[['South', 'Dakota'], ['Dakota', 'Department'], ['Department', 'Transportation'], ['Transportation', 'Note'], ['Note', 'added'], ['added', '71714'], ['71714', '553']]","[['South', 'Dakota', 'Department'], ['Dakota', 'Department', 'Transportation'], ['Department', 'Transportation', 'Note'], ['Transportation', 'Note', 'added'], ['Note', 'added', '71714'], ['added', '71714', '553']]"
South Dakota Housing Development Authority -- Note added 7/17/14 5:54,"[['South'], ['Dakota'], ['Housing'], ['Development'], ['Authority'], ['Note'], ['added'], ['71714'], ['554']]","[['South', 'Dakota'], ['Dakota', 'Housing'], ['Housing', 'Development'], ['Development', 'Authority'], ['Authority', 'Note'], ['Note', 'added'], ['added', '71714'], ['71714', '554']]","[['South', 'Dakota', 'Housing'], ['Dakota', 'Housing', 'Development'], ['Housing', 'Development', 'Authority'], ['Development', 'Authority', 'Note'], ['Authority', 'Note', 'added'], ['Note', 'added', '71714'], ['added', '71714', '554']]"
STATE EMPLOYEES ASSOCIATION OF NORTH CAROLINA -- Note added 9/15/15 17:56,"[['STATE'], ['EMPLOYEES'], ['ASSOCIATION'], ['NORTH'], ['CAROLINA'], ['Note'], ['added'], ['91515'], ['1756']]","[['STATE', 'EMPLOYEES'], ['EMPLOYEES', 'ASSOCIATION'], ['ASSOCIATION', 'NORTH'], ['NORTH', 'CAROLINA'], ['CAROLINA', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1756']]","[['STATE', 'EMPLOYEES', 'ASSOCIATION'], ['EMPLOYEES', 'ASSOCIATION', 'NORTH'], ['ASSOCIATION', 'NORTH', 'CAROLINA'], ['NORTH', 'CAROLINA', 'Note'], ['CAROLINA', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1756']]"
"Seeking Michigan, the online platform for the http://michigan.gov/mhc Michigan Historical Center. It includes http://www.michigan.gov/archivesofmi Archives of Michigan research guides and indexes, a blog, and educator resources&ndash;all from the Michigan Historical Center and Archives of Michigan staff. -- Note added 7/9/14 12:06","[['Seeking'], ['Michigan'], ['online'], ['platform'], ['httpmichigangovmhc'], ['Michigan'], ['Historical'], ['Center'], ['includes'], ['httpwwwmichigangovarchivesofmi'], ['Archives'], ['Michigan'], ['research'], ['guides'], ['indexes'], ['blog'], ['educator'], ['resourcesndashall'], ['Michigan'], ['Historical'], ['Center'], ['Archives'], ['Michigan'], ['staff'], ['Note'], ['added'], ['7914'], ['1206']]","[['Seeking', 'Michigan'], ['Michigan', 'online'], ['online', 'platform'], ['platform', 'httpmichigangovmhc'], ['httpmichigangovmhc', 'Michigan'], ['Michigan', 'Historical'], ['Historical', 'Center'], ['Center', 'includes'], ['includes', 'httpwwwmichigangovarchivesofmi'], ['httpwwwmichigangovarchivesofmi', 'Archives'], ['Archives', 'Michigan'], ['Michigan', 'research'], ['research', 'guides'], ['guides', 'indexes'], ['indexes', 'blog'], ['blog', 'educator'], ['educator', 'resourcesndashall'], ['resourcesndashall', 'Michigan'], ['Michigan', 'Historical'], ['Historical', 'Center'], ['Center', 'Archives'], ['Archives', 'Michigan'], ['Michigan', 'staff'], ['staff', 'Note'], ['Note', 'added'], ['added', '7914'], ['7914', '1206']]","[['Seeking', 'Michigan', 'online'], ['Michigan', 'online', 'platform'], ['online', 'platform', 'httpmichigangovmhc'], ['platform', 'httpmichigangovmhc', 'Michigan'], ['httpmichigangovmhc', 'Michigan', 'Historical'], ['Michigan', 'Historical', 'Center'], ['Historical', 'Center', 'includes'], ['Center', 'includes', 'httpwwwmichigangovarchivesofmi'], ['includes', 'httpwwwmichigangovarchivesofmi', 'Archives'], ['httpwwwmichigangovarchivesofmi', 'Archives', 'Michigan'], ['Archives', 'Michigan', 'research'], ['Michigan', 'research', 'guides'], ['research', 'guides', 'indexes'], ['guides', 'indexes', 'blog'], ['indexes', 'blog', 'educator'], ['blog', 'educator', 'resourcesndashall'], ['educator', 'resourcesndashall', 'Michigan'], ['resourcesndashall', 'Michigan', 'Historical'], ['Michigan', 'Historical', 'Center'], ['Historical', 'Center', 'Archives'], ['Center', 'Archives', 'Michigan'], ['Archives', 'Michigan', 'staff'], ['Michigan', 'staff', 'Note'], ['staff', 'Note', 'added'], ['Note', 'added', '7914'], ['added', '7914', '1206']]"
Minnesota Senate -- Note added 11/9/15 20:36,"[['Minnesota'], ['Senate'], ['Note'], ['added'], ['11915'], ['2036']]","[['Minnesota', 'Senate'], ['Senate', 'Note'], ['Note', 'added'], ['added', '11915'], ['11915', '2036']]","[['Minnesota', 'Senate', 'Note'], ['Senate', 'Note', 'added'], ['Note', 'added', '11915'], ['added', '11915', '2036']]"
"Authorized Service Website for the Arizona Department of Transportation, Motor Vehicle Division -- Note added 1/10/14 19:17","[['Authorized'], ['Service'], ['Website'], ['Arizona'], ['Department'], ['Transportation'], ['Motor'], ['Vehicle'], ['Division'], ['Note'], ['added'], ['11014'], ['1917']]","[['Authorized', 'Service'], ['Service', 'Website'], ['Website', 'Arizona'], ['Arizona', 'Department'], ['Department', 'Transportation'], ['Transportation', 'Motor'], ['Motor', 'Vehicle'], ['Vehicle', 'Division'], ['Division', 'Note'], ['Note', 'added'], ['added', '11014'], ['11014', '1917']]","[['Authorized', 'Service', 'Website'], ['Service', 'Website', 'Arizona'], ['Website', 'Arizona', 'Department'], ['Arizona', 'Department', 'Transportation'], ['Department', 'Transportation', 'Motor'], ['Transportation', 'Motor', 'Vehicle'], ['Motor', 'Vehicle', 'Division'], ['Vehicle', 'Division', 'Note'], ['Division', 'Note', 'added'], ['Note', 'added', '11014'], ['added', '11014', '1917']]"
Mississippi State Port Authority -- Note added 7/25/14 20:50,"[['Mississippi'], ['State'], ['Port'], ['Authority'], ['Note'], ['added'], ['72514'], ['2050']]","[['Mississippi', 'State'], ['State', 'Port'], ['Port', 'Authority'], ['Authority', 'Note'], ['Note', 'added'], ['added', '72514'], ['72514', '2050']]","[['Mississippi', 'State', 'Port'], ['State', 'Port', 'Authority'], ['Port', 'Authority', 'Note'], ['Authority', 'Note', 'added'], ['Note', 'added', '72514'], ['added', '72514', '2050']]"
North Carolina State Health Plan for Teachers and State Employees -- Note added 7/25/14 15:10,"[['North'], ['Carolina'], ['State'], ['Health'], ['Plan'], ['Teachers'], ['State'], ['Employees'], ['Note'], ['added'], ['72514'], ['1510']]","[['North', 'Carolina'], ['Carolina', 'State'], ['State', 'Health'], ['Health', 'Plan'], ['Plan', 'Teachers'], ['Teachers', 'State'], ['State', 'Employees'], ['Employees', 'Note'], ['Note', 'added'], ['added', '72514'], ['72514', '1510']]","[['North', 'Carolina', 'State'], ['Carolina', 'State', 'Health'], ['State', 'Health', 'Plan'], ['Health', 'Plan', 'Teachers'], ['Plan', 'Teachers', 'State'], ['Teachers', 'State', 'Employees'], ['State', 'Employees', 'Note'], ['Employees', 'Note', 'added'], ['Note', 'added', '72514'], ['added', '72514', '1510']]"
SLED (Statewide Library Electronic Doorway) -- Note added 6/6/13 18:08,"[['SLED'], ['Statewide'], ['Library'], ['Electronic'], ['Doorway'], ['Note'], ['added'], ['6613'], ['1808']]","[['SLED', 'Statewide'], ['Statewide', 'Library'], ['Library', 'Electronic'], ['Electronic', 'Doorway'], ['Doorway', 'Note'], ['Note', 'added'], ['added', '6613'], ['6613', '1808']]","[['SLED', 'Statewide', 'Library'], ['Statewide', 'Library', 'Electronic'], ['Library', 'Electronic', 'Doorway'], ['Electronic', 'Doorway', 'Note'], ['Doorway', 'Note', 'added'], ['Note', 'added', '6613'], ['added', '6613', '1808']]"
"State Laboratory of Public Health, NC Division of Public Health -- Note added 7/26/13 15:11","[['State'], ['Laboratory'], ['Public'], ['Health'], ['NC'], ['Division'], ['Public'], ['Health'], ['Note'], ['added'], ['72613'], ['1511']]","[['State', 'Laboratory'], ['Laboratory', 'Public'], ['Public', 'Health'], ['Health', 'NC'], ['NC', 'Division'], ['Division', 'Public'], ['Public', 'Health'], ['Health', 'Note'], ['Note', 'added'], ['added', '72613'], ['72613', '1511']]","[['State', 'Laboratory', 'Public'], ['Laboratory', 'Public', 'Health'], ['Public', 'Health', 'NC'], ['Health', 'NC', 'Division'], ['NC', 'Division', 'Public'], ['Division', 'Public', 'Health'], ['Public', 'Health', 'Note'], ['Health', 'Note', 'added'], ['Note', 'added', '72613'], ['added', '72613', '1511']]"
"Science Museum of Virginia, located in Richmond, VA -- Note added 7/11/14 18:43","[['Science'], ['Museum'], ['Virginia'], ['located'], ['Richmond'], ['VA'], ['Note'], ['added'], ['71114'], ['1843']]","[['Science', 'Museum'], ['Museum', 'Virginia'], ['Virginia', 'located'], ['located', 'Richmond'], ['Richmond', 'VA'], ['VA', 'Note'], ['Note', 'added'], ['added', '71114'], ['71114', '1843']]","[['Science', 'Museum', 'Virginia'], ['Museum', 'Virginia', 'located'], ['Virginia', 'located', 'Richmond'], ['located', 'Richmond', 'VA'], ['Richmond', 'VA', 'Note'], ['VA', 'Note', 'added'], ['Note', 'added', '71114'], ['added', '71114', '1843']]"
NC Secretary Of State -- Note added 9/15/15 17:58,"[['NC'], ['Secretary'], ['State'], ['Note'], ['added'], ['91515'], ['1758']]","[['NC', 'Secretary'], ['Secretary', 'State'], ['State', 'Note'], ['Note', 'added'], ['added', '91515'], ['91515', '1758']]","[['NC', 'Secretary', 'State'], ['Secretary', 'State', 'Note'], ['State', 'Note', 'added'], ['Note', 'added', '91515'], ['added', '91515', '1758']]"
south carolina arts commission -- Note added 8/28/15 15:32,"[['south'], ['carolina'], ['arts'], ['commission'], ['Note'], ['added'], ['82815'], ['1532']]","[['south', 'carolina'], ['carolina', 'arts'], ['arts', 'commission'], ['commission', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1532']]","[['south', 'carolina', 'arts'], ['carolina', 'arts', 'commission'], ['arts', 'commission', 'Note'], ['commission', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1532']]"
south carolina historical society -- Note added 8/28/15 15:32,"[['south'], ['carolina'], ['historical'], ['society'], ['Note'], ['added'], ['82815'], ['1532']]","[['south', 'carolina'], ['carolina', 'historical'], ['historical', 'society'], ['society', 'Note'], ['Note', 'added'], ['added', '82815'], ['82815', '1532']]","[['south', 'carolina', 'historical'], ['carolina', 'historical', 'society'], ['historical', 'society', 'Note'], ['society', 'Note', 'added'], ['Note', 'added', '82815'], ['added', '82815', '1532']]"
PA State Public School Building Authority -- Note added 6/7/13 11:53,"[['PA'], ['State'], ['Public'], ['School'], ['Building'], ['Authority'], ['Note'], ['added'], ['6713'], ['1153']]","[['PA', 'State'], ['State', 'Public'], ['Public', 'School'], ['School', 'Building'], ['Building', 'Authority'], ['Authority', 'Note'], ['Note', 'added'], ['added', '6713'], ['6713', '1153']]","[['PA', 'State', 'Public'], ['State', 'Public', 'School'], ['Public', 'School', 'Building'], ['School', 'Building', 'Authority'], ['Building', 'Authority', 'Note'], ['Authority', 'Note', 'added'], ['Note', 'added', '6713'], ['added', '6713', '1153']]"
